
Model Run System Date and Time: Tue 10-Jan-2012 16:52:45

Scenario,Replicate,ModelDate,getReachSymbol,getSpecies,getAgeSymbol,getCauseOfDeath,Count
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,12/14/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,3
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,9
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,12/24/2000,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age0,PoorCondition,1
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,3
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,5
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age1,PoorCondition,1
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,2
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,3
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,01/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age1,PoorCondition,1
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,5
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,2
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,1
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,01/13/2001,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,4
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,7
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age2,PoorCondition,1
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,2
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,1
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,01/23/2001,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,6
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,02/02/2001,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,2
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,02/12/2001,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age1,PoorCondition,1
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,2
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,02/22/2001,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,3
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age2,PoorCondition,1
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,03/04/2001,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,2
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,03/14/2001,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age1,PoorCondition,1
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,4
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,03/24/2001,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,1
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,DemonicIntrusion,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,HighTemperature,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,Velocity,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,Stranding,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,PoorCondition,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,TerrestialPredation,0
1,1,04/03/2001,ExampleSmallSite,Cutthroat,Age3Plus,AquaticPredation,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age0,DemonicIntrusion,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age0,HighTemperature,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age0,Velocity,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age0,Stranding,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age0,PoorCondition,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age0,TerrestialPredation,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age0,AquaticPredation,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age1,DemonicIntrusion,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age1,HighTemperature,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age1,Velocity,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age1,Stranding,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age1,PoorCondition,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age1,TerrestialPredation,1
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age1,AquaticPredation,3
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age2,DemonicIntrusion,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age2,HighTemperature,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age2,Velocity,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age2,Stranding,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age2,PoorCondition,0
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age2,TerrestialPredation,2
1,1,04/13/2001,ExampleSmallSite,Cutthroat,Age2,AquaticPredation,0
